Da­tum,Vi­deo,Vi­deo­ti­tel,Ver­öf­fent­li­chungs­zeit­punkt des Vi­de­os,Auf­ru­fe
2020-02-15,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",26
2020-02-16,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",13
2020-02-17,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",32
2020-02-18,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",68
2020-02-19,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",47
2020-02-20,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",52
2020-02-21,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",24
2020-02-22,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",15
2020-02-23,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",26
2020-02-24,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",38
2020-02-25,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",34
2020-02-26,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",47
2020-02-27,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",46
2020-02-28,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",21
2020-02-29,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",23
2020-03-01,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",7
2020-03-02,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",22
2020-03-03,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",6
2020-03-04,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",12
2020-03-05,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",18
2020-03-06,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",6
2020-03-07,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",7
2020-03-08,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",3
2020-03-09,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",25
2020-03-10,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",11
2020-03-11,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",7
2020-03-12,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",10
2020-03-13,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",3
2020-03-14,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",10
2020-03-15,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",6
2020-03-16,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",11
2020-03-17,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",8
2020-03-18,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",4
2020-03-19,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",10
2020-03-20,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",9
2020-03-21,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",4
2020-03-22,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",4
2020-03-23,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",8
2020-03-24,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",7
2020-03-25,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",6
2020-03-26,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",2
2020-03-27,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",27
2020-03-28,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",12
2020-03-29,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",17
2020-03-30,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",20
2020-03-31,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",11
2020-04-01,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",15
2020-04-02,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",4
2020-04-03,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",6
2020-04-04,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",1
2020-04-05,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",7
2020-04-06,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",10
2020-04-07,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",7
2020-04-08,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",9
2020-04-09,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",4
2020-04-10,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",0
2020-04-11,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",5
2020-04-12,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",5
2020-04-13,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",4
2020-04-14,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",6
2020-04-15,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",6
2020-04-16,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",1
2020-04-17,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",5
2020-04-18,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",1
2020-04-19,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",3
2020-04-20,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",2
2020-04-21,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",4
2020-04-22,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",3
2020-04-23,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",8
2020-04-24,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",3
2020-04-25,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",2
2020-04-26,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",5
2020-04-27,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",4
2020-04-28,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",3
2020-04-29,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",6
2020-04-30,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",9
2020-05-01,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",4
2020-05-02,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",4
2020-05-03,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",6
2020-05-04,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",2
2020-05-05,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",4
2020-05-06,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",5
2020-05-07,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",4
2020-05-08,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",4
2020-05-09,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",3
2020-05-10,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",3
2020-05-11,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",4
2020-05-12,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",5
2020-05-13,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",1
2020-05-14,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",5
2020-05-15,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",7
2020-05-16,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",1
2020-05-17,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",4
2020-05-18,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",3
2020-05-19,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",5
2020-05-20,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",13
2020-05-21,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",5
2020-05-22,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",7
2020-05-23,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",3
2020-05-24,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",4
2020-05-25,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",7
2020-05-26,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",4
2020-05-27,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",2
2020-05-28,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",2
2020-05-29,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",4
2020-05-30,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",2
2020-05-31,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",0
2020-06-01,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",2
2020-06-02,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",2
2020-06-03,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",1
2020-06-04,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",2
2020-06-05,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",1
2020-06-06,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",1
2020-06-07,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",4
2020-06-08,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",0
2020-06-09,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",7
2020-06-10,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",2
2020-06-11,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",5
2020-06-12,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",3
2020-06-13,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",4
2020-06-14,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",7
2020-06-15,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",9
2020-06-16,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",2
2020-06-17,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",2
2020-06-18,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",4
2020-06-19,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",7
2020-06-20,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",2
2020-06-21,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",2
2020-06-22,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",3
2020-06-23,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",8
2020-06-24,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",4
2020-06-25,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",2
2020-06-26,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",1
2020-06-27,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",3
2020-06-28,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",5
2020-06-29,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",2
2020-06-30,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",1
2020-07-01,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",1
2020-07-02,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",8
2020-07-03,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",1
2020-07-04,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",1
2020-07-05,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",3
2020-07-06,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",3
2020-07-07,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",7
2020-07-08,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",2
2020-07-09,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",4
2020-07-10,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",5
2020-07-11,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",2
2020-07-12,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",3
2020-07-13,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",3
2020-07-14,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",3
2020-07-15,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",2
2020-07-16,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",5
2020-07-17,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",3
2020-07-18,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",3
2020-07-19,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",1
2020-07-20,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",2
2020-07-21,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",1
2020-07-22,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",2
2020-07-23,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",3
2020-07-24,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",2
2020-07-25,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",2
2020-07-26,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",3
2020-07-27,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",4
2020-07-28,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",5
2020-07-29,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",3
2020-07-30,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",6
2020-07-31,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",6
2020-08-01,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",3
2020-08-02,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",2
2020-08-03,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",2
2020-08-04,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",3
2020-08-05,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",8
2020-08-06,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",9
2020-08-07,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",3
2020-08-08,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",5
2020-08-09,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",4
2020-08-10,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",2
2020-08-11,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",6
2020-08-12,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",9
2020-08-13,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",12
2020-08-14,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",10
2020-08-15,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",7
2020-08-16,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",9
2020-08-17,9xU1oTQuvtc,"Plastic shredding and recycling with WEIMA | film, fibers, hard plastics","Oct 28, 2019",10
